ID;ID anterior;Grupo;Endpoint;Método;Arquivo previsto;VADER;Severidade;Título;Descrição;Ação;Dados;Resultado esperado;Lacuna de contrato;Pendência;Nota;Comando;Veredicto;Observações da execução
PEDIDOS-27;CONS-05, CRIT-15.5;PEDIDOS;/pedidos;GET;test/pedidos.test.js;D;Alta;Filtro status repetido na query: qual dos valores vale?;O parâmetro status é opcional e restrito ao enum StatusPedido. O contrato documenta 400 STATUS_INVALIDO, mas não trata caixa, valor vazio nem repetição do parâmetro.;Listar pedidos repetindo o parâmetro status. Enviar Authorization: Bearer <token> válido.;?status=RECEBIDO&status=PRONTO;Definir a regra: primeiro valor, último valor ou 400. Sem definição, integrações divergem.;Parâmetro repetido não especificado.;;;"npx mocha --grep ""PEDIDOS-27""";;
PEDIDOS-28;CONS-06, CRIT-16.1;PEDIDOS;/pedidos;GET;test/pedidos.test.js;R;Alta;Listagem sem filtro devolve array com o schema Pedido completo;Verificar se cada elemento do array respeita o schema Pedido completo e se o filtro devolve exatamente o subconjunto correspondente.;Listar pedidos sem filtro e validar o schema de cada elemento. Enviar Authorization: Bearer <token> válido.;nenhum parâmetro;200 com array, cada elemento respeitando o schema Pedido completo, com todos os campos required.;O contrato não define ordenação padrão da lista.;Depende da massa criada em CRIT-22 e CRIT-29;;"npx mocha --grep ""PEDIDOS-28""";;
PEDIDOS-29;CONS-07, CRIT-16.2, CRIT-16.3, CRIT-16.4, CRIT-16.5, CRIT-16.6;PEDIDOS;/pedidos;GET;test/pedidos.test.js;R;Alta;Filtro por cada status do enum devolve o subconjunto correto;Verificar se cada elemento do array respeita o schema Pedido completo e se o filtro devolve exatamente o subconjunto correspondente.;Listar filtrando por cada um dos cinco valores do enum e conferir o status de cada elemento.;?status= RECEBIDO, EM_PREPARO, PRONTO, ENTREGUE e CANCELADO;Cada filtro devolve 200 contendo apenas pedidos daquele status, e a soma dos cinco iguala a lista completa sem filtro.;O contrato não define ordenação padrão da lista.;Depende da massa criada em CRIT-22 e CRIT-29;;"npx mocha --grep ""PEDIDOS-29""";;
PEDIDOS-30;CONS-08, CRIT-17, PERF-01;PEDIDOS;/pedidos;GET;test/pedidos.test.js;R;Alta;Ausência de paginação na listagem de pedidos;GET /pedidos lista todos os pedidos sem page, size ou limit. O volume cresce indefinidamente com a operação diária da cozinha.;Popular a base, medir a listagem sem filtro e depois executar o cenário de carga em k6.;base com 5000 pedidos | 30 VUs por 5 minutos sobre a listagem;Definir paginação ou teto de retorno. Thresholds sugeridos para o cenário em carga: p95 abaixo de 500 ms e falhas abaixo de 1 por cento. Registrar tempo e tamanho do payload.;Nenhum parâmetro de paginação, ordenação ou recorte por período. Sem paginação, o custo da listagem cresce linearmente com a operação.;Requer massa em volume. Executar em ambiente dedicado. Requer massa de 5000 pedidos e ambiente dedicado;Letra VADER atribuída na revisão de escopo: o caso vinha classificado apenas por POISED.;"npx mocha --grep ""PEDIDOS-30""";;
RESUMO-01;CONS-09, CRIT-19.1;RESUMO;/pedidos/resumo;GET;test/pedidos.resumo.test.js;E;Crítica;GET /pedidos/resumo devolve ResumoPedidos, e não 404 de pedido;As duas rotas competem pelo mesmo segmento. Se a rota parametrizada for registrada primeiro, resumo é tratado como id e o endpoint de resumo deixa de existir.;Consultar o resumo e comparar o corpo com o schema ResumoPedidos. Enviar Authorization: Bearer <token> válido.;GET /pedidos/resumo;200 com o objeto ResumoPedidos. Um 404 PEDIDO_NAO_ENCONTRADO revela que a rota parametrizada capturou o segmento.;O contrato não sinaliza a precedência entre a rota literal e a parametrizada.;;;"npx mocha --grep ""RESUMO-01""";Passou;Execução de 2026-08-14: 1 execução, todas verdes.
RESUMO-02;CONS-10, CRIT-19.3;RESUMO;/pedidos/resumo;GET;test/pedidos.resumo.test.js;E;Crítica;GET /pedidos/resumo com barra final tem comportamento consistente;As duas rotas competem pelo mesmo segmento. Se a rota parametrizada for registrada primeiro, resumo é tratado como id e o endpoint de resumo deixa de existir.;Consultar o resumo com barra no fim. Enviar Authorization: Bearer <token> válido.;GET /pedidos/resumo/;200, ou 404 consistente. Registrar o comportamento, porque cliente HTTP às vezes acrescenta a barra.;O contrato não sinaliza a precedência entre a rota literal e a parametrizada.;;;"npx mocha --grep ""RESUMO-02""";Passou;Execução de 2026-08-14: 1 execução, todas verdes.
RESUMO-03;CONS-11, CRIT-20.1;RESUMO;/pedidos/resumo;GET;test/pedidos.resumo.test.js;R;Alta;Contagens do resumo batem com a listagem filtrada por status;O resumo é o painel da cozinha. Precisa refletir exatamente a base e ter estrutura estável mesmo quando um status tem zero pedidos.;Consultar o resumo e comparar cada contagem com o GET /pedidos filtrado. Enviar Authorization: Bearer <token> válido.;base com pedidos em todos os cinco status;Cada chave do resumo igual ao tamanho da lista filtrada pelo status correspondente, e a soma igual ao total.;Resolvida na 2.0.0: ResumoPedidos passou a declarar required com os cinco status.;;;"npx mocha --grep ""RESUMO-03""";Passou;Execução de 2026-08-14: 1 execução, todas verdes.
RESUMO-04;CONS-12, CRIT-20.2;RESUMO;/pedidos/resumo;GET;test/pedidos.resumo.test.js;R;Alta;Resumo com a base vazia devolve as cinco chaves em zero;O resumo é o painel da cozinha. Precisa refletir exatamente a base e ter estrutura estável mesmo quando um status tem zero pedidos.;Reiniciar a base e consultar o resumo. Enviar Authorization: Bearer <token> válido.;base recém-reiniciada;As cinco chaves presentes, todas com 0. A 2.0.0 declarou todas como required.;Resolvida na 2.0.0: ResumoPedidos passou a declarar required com os cinco status.;Exige ambiente reiniciável;;"npx mocha --grep ""RESUMO-04""";;
PEDIDO-ID-01;CONS-13, CRIT-18.1;PEDIDO-ID;/pedidos/{id};GET;test/pedidos.id.test.js;E;Alta;Busca de pedido inexistente devolve 404 PEDIDO_NAO_ENCONTRADO;O parâmetro id é declarado como integer, sem mínimo. Verificar o 404 documentado e o tratamento de valores que não são id válidos.;Buscar um pedido que não existe. Enviar Authorization: Bearer <token> válido.;id 999999;404 com codigo PEDIDO_NAO_ENCONTRADO e a mensagem citando o id.;400 não está documentado em GET /pedidos/{id}, apenas 200 e 404.;;;"npx mocha --grep ""PEDIDO-ID-01""";;
PEDIDO-ID-02;CONS-14, CRIT-18.2, CRIT-18.3, CRIT-18.6;PEDIDO-ID;/pedidos/{id};GET;test/pedidos.id.test.js;E;Alta;Busca por id fora da faixa válida;O parâmetro id é declarado como integer, sem mínimo. Verificar o 404 documentado e o tratamento de valores que não são id válidos.;Buscar o pedido com cada valor de id fora da faixa.;id 0 | -1 | 9999999999999999999;400 ou 404, de forma consistente entre os três e com os demais endpoints. Jamais 500 por estouro de conversão numérica.;400 não está documentado em GET /pedidos/{id}, apenas 200 e 404.;;;"npx mocha --grep ""PEDIDO-ID-02""";;
PEDIDO-ID-03;CONS-15, CRIT-18.4, CRIT-18.5, CRIT-19.2;PEDIDO-ID;/pedidos/{id};GET;test/pedidos.id.test.js;E;Alta;Busca por id com tipo inválido;O parâmetro id é declarado como integer, sem mínimo. Verificar o 404 documentado e o tratamento de valores que não são id válidos.;Buscar o pedido com id textual e com id decimal.;id abc | 1.5 | GET /pedidos/abc;400 por tipo inválido. O parâmetro é declarado integer. Jamais 500 por falha de conversão, e nunca o corpo do resumo.;400 não está documentado em GET /pedidos/{id}. 400 não está documentado em GET /pedidos/{id}, apenas 200 e 404. O contrato não sinaliza a precedência entre a rota literal e a parametrizada.;;;"npx mocha --grep ""PEDIDO-ID-03""";;
PEDIDO-ID-04;EDIC-01, CRIT-50.1, CRIT-50.2;PEDIDO-ID;/pedidos/{id};PATCH;test/pedidos.id.test.js;V;Alta;Edição parcial altera apenas o campo enviado;Caminho feliz do endpoint novo. Alteração parcial precisa alterar só o que foi enviado e preservar todo o restante do pedido.;Editar apenas o cliente e, em outro pedido, apenas a observação, comparando o corpo antes e depois.;"{ ""cliente"": ""Maria Souza Andrade"" } | { ""observacao"": ""Sem cebola, capricha na pimenta"" }";200 com o campo alterado e todos os demais preservados. atualizadoEm renovado, criadoEm, status, valorTotal e itens intactos.;;;;"npx mocha --grep ""PEDIDO-ID-04""";;
PEDIDO-ID-05;EDIC-02, CRIT-51;PEDIDO-ID;/pedidos/{id};PATCH;test/pedidos.id.test.js;D;Crítica;Substituição de itens recalcula o valorTotal no servidor;O contrato diz que itens substitui a lista inteira e o valorTotal é recalculado pela mesma regra do POST. É a regra de maior impacto financeiro do endpoint novo.;Editar um pedido de 70.30 trocando a lista de itens por uma de valor conhecido e diferente, e conferir o valorTotal devolvido e o persistido. Enviar Authorization: Bearer <token> válido.;itens substituídos por 3 x 15.00, total esperado 45.00;200 com valorTotal 45.00 e a lista antiga completamente descartada, sem itens remanescentes nem soma acumulada.;O contrato não diz se os ids dos itens são reaproveitados ou gerados de novo na substituição.;;;"npx mocha --grep ""PEDIDO-ID-05""";Passou;Execução de 2026-08-14: 1 execução, todas verdes.
PEDIDO-ID-06;EDIC-03, CRIT-52.1;PEDIDO-ID;/pedidos/{id};PATCH;test/pedidos.id.test.js;D;Alta;PATCH com corpo vazio devolve 400 por minProperties;PatchPedidoInput declara minProperties 1, mas os campos de servidor são ignorados em vez de recusados. Um corpo com apenas status satisfaz o minProperties e ainda assim não altera nada.;Editar um pedido enviando corpo vazio. Enviar Authorization: Bearer <token> válido.;{};400 com codigo VALIDACAO. minProperties 1 recusa o objeto vazio.;minProperties 1 é satisfeito por campos que serão ignorados, então o contrato aceita um corpo que na prática é vazio.;;;"npx mocha --grep ""PEDIDO-ID-06""";;
PEDIDO-ID-07;EDIC-04, CRIT-52.2, CRIT-52.3, CRIT-52.4;PEDIDO-ID;/pedidos/{id};PATCH;test/pedidos.id.test.js;D;Alta;Corpo contendo apenas campos que o contrato manda ignorar;PatchPedidoInput declara minProperties 1, mas os campos de servidor são ignorados em vez de recusados. Um corpo com apenas status satisfaz o minProperties e ainda assim não altera nada.;Editar um pedido enviando apenas campos de servidor, um por requisição.;"{ ""status"": ""ENTREGUE"" } | { ""valorTotal"": 0.01 } | { ""id"": 99 }";Definir e padronizar: 400 por não haver campo alterável, ou 200 sem alteração alguma. minProperties 1 é satisfeito por campos que serão descartados, então o contrato aceita um corpo que na prática é vazio.;minProperties 1 é satisfeito por campos que serão ignorados, então o contrato aceita um corpo que na prática é vazio.;;;"npx mocha --grep ""PEDIDO-ID-07""";;
PEDIDO-ID-08;EDIC-05, CRIT-53;PEDIDO-ID;/pedidos/{id};PATCH;test/pedidos.id.test.js;D;Crítica;Campos de servidor não podem escapar pelo endpoint de edição;Este endpoint é a segunda porta de entrada para status e valorTotal. Se ele os aceitar, contorna a máquina de estados e o cálculo do servidor de uma vez.;Editar um pedido RECEBIDO enviando cliente válido acompanhado de status, valorTotal, criadoEm e id, e conferir o recurso resultante. Enviar Authorization: Bearer <token> válido.;{ cliente: Ana, status: ENTREGUE, valorTotal: 0.01, id: 99 };Cliente alterado e todo o resto intacto: status segue RECEBIDO, valorTotal segue calculado e o id não muda. Refletir qualquer um deles é falha de severidade máxima.;PatchPedidoInput não declara additionalProperties false, apenas descreve que os campos são ignorados.;;;"npx mocha --grep ""PEDIDO-ID-08""";Passou;Execução de 2026-08-14: 1 execução, todas verdes.
PEDIDO-ID-09;EDIC-06, CRIT-54.1, CRIT-54.2, CRIT-54.3;PEDIDO-ID;/pedidos/{id};PATCH;test/pedidos.id.test.js;E;Crítica;Edição bloqueada nos status não permitidos;A regra nova diz que só se edita em RECEBIDO ou EM_PREPARO. Depois de PRONTO a comida já foi feita, então alterar itens mudaria o valor de algo já produzido.;Levar pedidos a cada um dos três status bloqueados e tentar editar.;pedido em PRONTO | ENTREGUE | CANCELADO;409 com codigo TRANSICAO_INVALIDA nos três, citando o status atual, e o pedido inalterado após cada tentativa.;;;;"npx mocha --grep ""PEDIDO-ID-09""";Passou;Execução de 2026-08-14: 1 execução, todas verdes.
PEDIDO-ID-10;EDIC-07, CRIT-55.1, CRIT-55.2;PEDIDO-ID;/pedidos/{id};PATCH;test/pedidos.id.test.js;D;Alta;Bordas de quantidade no PATCH espelhando o POST;O contrato repete os mesmos limites de PedidoInput no PatchPedidoInput. Validação duplicada costuma divergir com o tempo, então vale conferir campo a campo.;Editar os itens com quantidade inválida e comparar o erro com o do POST.;itens com quantidade 0 | 1.5;400 com a mesma mensagem e o mesmo formato de detalhes que o POST devolve.;;;;"npx mocha --grep ""PEDIDO-ID-10""";;
PEDIDO-ID-11;EDIC-08, CRIT-55.3, CRIT-55.4;PEDIDO-ID;/pedidos/{id};PATCH;test/pedidos.id.test.js;D;Alta;Bordas de preço no PATCH espelhando o POST;O contrato repete os mesmos limites de PedidoInput no PatchPedidoInput. Validação duplicada costuma divergir com o tempo, então vale conferir campo a campo.;Editar os itens com preço inválido.;itens com precoUnitario 0 | -10;400, idêntico ao POST.;;;;"npx mocha --grep ""PEDIDO-ID-11""";;
PEDIDO-ID-12;EDIC-09, CRIT-55.5, CRIT-55.6;PEDIDO-ID;/pedidos/{id};PATCH;test/pedidos.id.test.js;D;Alta;Limites de tamanho no PATCH espelhando o POST;O contrato repete os mesmos limites de PedidoInput no PatchPedidoInput. Validação duplicada costuma divergir com o tempo, então vale conferir campo a campo.;Editar cliente e observação acima do maxLength.;cliente com 121 caracteres | observacao com 281 caracteres;400, idêntico ao POST.;;;;"npx mocha --grep ""PEDIDO-ID-12""";;
PEDIDO-ID-13;EDIC-10, CRIT-55.7;PEDIDO-ID;/pedidos/{id};PATCH;test/pedidos.id.test.js;D;Alta;PATCH com array de itens vazio devolve 400, como no POST;O contrato repete os mesmos limites de PedidoInput no PatchPedidoInput. Validação duplicada costuma divergir com o tempo, então vale conferir campo a campo.;Editar enviando lista de itens vazia. Enviar Authorization: Bearer <token> válido.;"{ ""itens"": [] }";400. O PatchPedidoInput também declara minItems 1.;;;;"npx mocha --grep ""PEDIDO-ID-13""";;
STATUS-01;STAT-01, CRIT-21.1;STATUS;/pedidos/{id}/status;PATCH;test/pedidos.status.test.js;D;Alta;Ação fora do enum devolve 400 e não altera o status do pedido;AcaoStatusInput exige acao com valores AVANCAR ou RETROCEDER. Verificar a validação antes de qualquer efeito sobre o pedido.;Enviar uma ação inexistente e conferir depois que o status permaneceu. Enviar Authorization: Bearer <token> válido.;"{ ""acao"": ""CANCELAR"" }";400 com codigo VALIDACAO e detalhes no campo acao. O status do pedido não pode mudar.;;;;"npx mocha --grep ""STATUS-01""";Passou;Execução de 2026-08-14: 1 execução, todas verdes.
STATUS-02;STAT-02, CRIT-21.2;STATUS;/pedidos/{id}/status;PATCH;test/pedidos.status.test.js;D;Alta;Ação em caixa baixa: aceitar ou recusar não está definido;AcaoStatusInput exige acao com valores AVANCAR ou RETROCEDER. Verificar a validação antes de qualquer efeito sobre o pedido.;Enviar a ação em minúsculas. Enviar Authorization: Bearer <token> válido.;"{ ""acao"": ""avancar"" }";Definir e padronizar. Registrar o comportamento real.;;;;"npx mocha --grep ""STATUS-02""";Passou;Execução de 2026-08-14: 1 execução, todas verdes.
STATUS-03;STAT-03, CRIT-21.3, CRIT-21.4, CRIT-21.5, CRIT-21.6;STATUS;/pedidos/{id}/status;PATCH;test/pedidos.status.test.js;D;Alta;Ação vazia, nula, com tipo errado e corpo ausente;AcaoStatusInput exige acao com valores AVANCAR ou RETROCEDER. Verificar a validação antes de qualquer efeito sobre o pedido.;Enviar quatro transições variando o campo acao e conferir depois que o status permaneceu.;"{ ""acao"": """" } | null | 1 | {}";400 com codigo VALIDACAO nas quatro, e o status do pedido inalterado após cada tentativa.;;;;"npx mocha --grep ""STATUS-03""";Passou;Execução de 2026-08-14: 1 execução, todas verdes.
STATUS-04;STAT-04, CRIT-22.1;STATUS;/pedidos/{id}/status;PATCH;test/pedidos.status.test.js;V;Crítica;Avanço de RECEBIDO até ENTREGUE, uma casa por vez;Percorrer a máquina de estados documentada em ambos os sentidos, confirmando que cada transição é de uma casa por vez e que os carimbos de tempo reagem corretamente.;Criar um pedido e avançar três vezes, conferindo o status a cada passo. Enviar Authorization: Bearer <token> válido.;acao AVANCAR três vezes, a partir de RECEBIDO;200 a cada passo, uma casa por vez: EM_PREPARO, PRONTO e ENTREGUE. atualizadoEm muda em toda transição e criadoEm permanece.;;;;"npx mocha --grep ""STATUS-04""";Passou;Execução de 2026-08-14: 1 execução, todas verdes.
STATUS-05;STAT-05, CRIT-22.2;STATUS;/pedidos/{id}/status;PATCH;test/pedidos.status.test.js;V;Crítica;Retrocesso de PRONTO até RECEBIDO, uma casa por vez;Percorrer a máquina de estados documentada em ambos os sentidos, confirmando que cada transição é de uma casa por vez e que os carimbos de tempo reagem corretamente.;Levar um pedido até PRONTO e retroceder duas vezes. Enviar Authorization: Bearer <token> válido.;acao RETROCEDER duas vezes, a partir de PRONTO;200 a cada passo, voltando para EM_PREPARO e depois RECEBIDO.;;;;"npx mocha --grep ""STATUS-05""";Passou;Execução de 2026-08-14: 1 execução, todas verdes.
STATUS-06;STAT-06, CRIT-23.1, CRIT-23.2;STATUS;/pedidos/{id}/status;PATCH;test/pedidos.status.test.js;E;Crítica;ENTREGUE como estado final nos dois sentidos;A descrição afirma que ENTREGUE não avança nem retrocede. O exemplo do 409 cobre apenas o avanço, deixando o retrocesso sem confirmação documental.;Levar um pedido até ENTREGUE e tentar avançar e retroceder.;pedido em ENTREGUE, acao AVANCAR | RETROCEDER;409 com codigo TRANSICAO_INVALIDA nas duas, e o pedido permanece ENTREGUE. O contrato só exemplifica o avanço, então o retrocesso é lacuna.;O exemplo do 409 só cita o avanço a partir de ENTREGUE.;;;"npx mocha --grep ""STATUS-06""";Falhou;Falhou, e é falha real da API — DEF-007. RETROCEDER a partir de ENTREGUE, estado final declarado no contrato, foi aceito com 200 em vez de recusado com 409 TRANSICAO_INVALIDA.
STATUS-07;STAT-07, CRIT-24;STATUS;/pedidos/{id}/status;PATCH;test/pedidos.status.test.js;E;Alta;Retrocesso a partir de RECEBIDO, o primeiro estado;RECEBIDO é a ponta inicial da cadeia. O contrato descreve o retrocesso de forma genérica e não define o que acontece na borda inferior.;Criar um pedido e enviar RETROCEDER imediatamente. Enviar Authorization: Bearer <token> válido.;pedido em RECEBIDO, acao RETROCEDER;409 com codigo TRANSICAO_INVALIDA. Um 200 mantendo RECEBIDO seria aceitável apenas se documentado, e um status nulo é defeito.;A borda inferior da máquina de estados não está especificada.;;;"npx mocha --grep ""STATUS-07""";Passou;Execução de 2026-08-14: 1 execução, todas verdes.
STATUS-08;STAT-08, CRIT-25.1, CRIT-25.2;STATUS;/pedidos/{id}/status;PATCH;test/pedidos.status.test.js;E;Crítica;Transição de status em pedido CANCELADO nos dois sentidos;CANCELADO pertence ao enum mas está fora da cadeia linear descrita. O contrato não define se um pedido cancelado pode voltar ao fluxo.;Cancelar um pedido e tentar avançar e retroceder.;pedido em CANCELADO, acao AVANCAR | RETROCEDER;409 com codigo TRANSICAO_INVALIDA nas duas. Reativar faria a cozinha preparar item já baixado, e o retrocesso é a variação mais provável de escapar, porque parece um desfazer.;CANCELADO não aparece na cadeia RECEBIDO até ENTREGUE descrita na operação.;Depende do cancelamento validado em CRIT-29;;"npx mocha --grep ""STATUS-08""";Passou;Execução de 2026-08-14: 1 execução, todas verdes.
STATUS-09;STAT-09, CRIT-26, PERF-04;STATUS;/pedidos/{id}/status;PATCH;test/pedidos.status.test.js;E;Alta;Concorrência no avanço de status do mesmo pedido;Dois terminais podem avançar o mesmo pedido ao mesmo tempo. Sem controle de concorrência, o pedido pode pular estados.;Disparar dois PATCH AVANCAR em paralelo e, em seguida, o cenário de concorrência em k6.;duas requisições simultâneas | 20 VUs simultâneos sobre um único pedido;Uma única transição bem sucedida por casa. Estado final coerente com o número de avanços aceitos, sem pulo de etapa e sem 500.;Não há ETag, versão do recurso nem qualquer controle de concorrência otimista. Ausência de controle de concorrência otimista no contrato.;Requer disparo paralelo. Também coberto por PERF-04. Depende do resultado de CRIT-26;;"npx mocha --grep ""STATUS-09""";Passou;Execução de 2026-08-14: 1 execução, todas verdes.
STATUS-10;STAT-10, CRIT-28;STATUS;/pedidos/{id}/status;PATCH;test/pedidos.status.test.js;R;Alta;Integridade dos dados do pedido após a transição;A resposta do PATCH devolve o Pedido completo. Nenhum dado além de status e atualizadoEm deveria mudar.;Guardar o corpo do pedido antes da transição e comparar campo a campo com o corpo devolvido pelo PATCH e pelo GET seguinte. Enviar Authorization: Bearer <token> válido.;pedido com 2 itens, observacao preenchida;cliente, observacao, valorTotal, itens e criadoEm idênticos. Apenas status e atualizadoEm mudam.;;;;"npx mocha --grep ""STATUS-10""";Passou;Execução de 2026-08-14: 1 execução, todas verdes.
PEDIDO-ID-14;CANC-01, CRIT-29.1, CRIT-29.2, CRIT-29.3;PEDIDO-ID;/pedidos/{id};DELETE;test/pedidos.id.test.js;V;Crítica;Cancelamento a partir de cada status ativo;O DELETE é semanticamente uma transição para CANCELADO, não uma exclusão. Precisa funcionar a partir dos três status ativos.;Cancelar três pedidos, um em cada status ativo.;pedido em RECEBIDO | EM_PREPARO | PRONTO;200 nos três, com status CANCELADO e atualizadoEm renovado. Em PRONTO a comida já foi feita, então vale observar se há registro do desperdício.;;;;"npx mocha --grep ""PEDIDO-ID-14""";Passou;Execução de 2026-08-14: 1 execução, todas verdes.
PEDIDO-ID-15;CANC-02, CRIT-30.1;PEDIDO-ID;/pedidos/{id};DELETE;test/pedidos.id.test.js;E;Crítica;Cancelamento de pedido ENTREGUE devolve 409 TRANSICAO_INVALIDA;A operação declara que pedidos ENTREGUE ou já CANCELADO não podem ser cancelados. O segundo caso também cobre idempotência do verbo destrutivo.;Levar um pedido até ENTREGUE e tentar cancelar. Enviar Authorization: Bearer <token> válido.;pedido em ENTREGUE;409 com codigo TRANSICAO_INVALIDA. É o caso exemplificado no contrato.;;;;"npx mocha --grep ""PEDIDO-ID-15""";Passou;Execução de 2026-08-14: 1 execução, todas verdes.
PEDIDO-ID-16;CANC-03, CRIT-30.2;PEDIDO-ID;/pedidos/{id};DELETE;test/pedidos.id.test.js;E;Crítica;Cancelamento repetido devolve 409 na segunda chamada;A operação declara que pedidos ENTREGUE ou já CANCELADO não podem ser cancelados. O segundo caso também cobre idempotência do verbo destrutivo.;Cancelar um pedido e repetir o DELETE. Enviar Authorization: Bearer <token> válido.;mesmo DELETE enviado duas vezes;409 na segunda chamada. Um 200 indica reprocessamento de baixa já efetuada.;;;;"npx mocha --grep ""PEDIDO-ID-16""";Passou;Execução de 2026-08-14: 1 execução, todas verdes.
PEDIDO-ID-17;CANC-04, CRIT-32;PEDIDO-ID;/pedidos/{id};DELETE;test/pedidos.id.test.js;R;Alta;Cancelamento é lógico e permanece rastreável;Verificar se o pedido cancelado continua existindo para consulta, filtro e resumo, preservando o histórico financeiro da cozinha.;Cancelar um pedido e, em seguida, consultá-lo por id, filtrá-lo por status CANCELADO e conferir o resumo. Enviar Authorization: Bearer <token> válido.;pedido cancelado com valorTotal 70.30;200 no GET com status CANCELADO, presença no filtro e incremento na chave CANCELADO do resumo. valorTotal e itens preservados.;O contrato não diz se o pedido cancelado deve sair da listagem padrão.;;;"npx mocha --grep ""PEDIDO-ID-17""";;
AUTH-13;SIST-01, CRIT-33.7;AUTH;/auth/login;GET;test/auth.login.test.js;V;Crítica;GET em /auth/login devolve 405 e recusa credencial na query;Nenhuma operação do contrato declara 405. Verificar se verbos ausentes são recusados, em especial os destrutivos e os de escrita.;Enviar GET no login com as credenciais na query.;GET /auth/login?usuario=pamela&senha=1234;405 com header Allow contendo POST e OPTIONS, sem exigir token. Um 200 significaria credencial em query string, gravada em log de servidor, proxy e histórico do navegador.;Resolvida na 2.1.0: 405 passou a ser declarado em todas as operações, com o componente MetodoNaoPermitido e o header Allow documentado.;;;"npx mocha --grep ""AUTH-13""";Passou;Execução de 2026-08-14: 1 execução, todas verdes.
PEDIDOS-31;SIST-02, CRIT-33.1, CRIT-33.2;PEDIDOS;/pedidos;PUT;test/pedidos.test.js;V;Alta;Verbos de escrita não documentados na coleção de pedidos;Nenhuma operação do contrato declara 405. Verificar se verbos ausentes são recusados, em especial os destrutivos e os de escrita.;Enviar PUT e DELETE na rota de coleção.;PUT /pedidos | DELETE /pedidos;405 com header Allow contendo GET, HEAD, POST e OPTIONS nos dois verbos, sem exigir token. Um 200 no DELETE poderia apagar a coleção inteira.;Resolvida na 2.1.0: 405 passou a ser declarado em todas as operações, com o componente MetodoNaoPermitido e o header Allow documentado.;;;"npx mocha --grep ""PEDIDOS-31""";;
RESUMO-05;SIST-03, CRIT-33.5;RESUMO;/pedidos/resumo;DELETE;test/pedidos.resumo.test.js;V;Alta;DELETE em /pedidos/resumo devolve 405 com Allow de GET, HEAD e OPTIONS;Nenhuma operação do contrato declara 405. Verificar se verbos ausentes são recusados, em especial os destrutivos e os de escrita.;Enviar DELETE na rota de resumo. Enviar Authorization: Bearer <token> válido.;DELETE /pedidos/resumo;405 com header Allow contendo GET, HEAD e OPTIONS, sem exigir token. Também serve para observar se a rota do resumo é interpretada como id.;Resolvida na 2.1.0: 405 passou a ser declarado em todas as operações, com o componente MetodoNaoPermitido e o header Allow documentado.;;;"npx mocha --grep ""RESUMO-05""";Falhou;Falhou, e é falha real da API — DEF-009. DELETE em /pedidos/resumo é capturado pela rota dinâmica /pedidos/{id}, que trata 'resumo' como o valor de id. Obtido: 401, e não o 405 esperado com Allow de GET, HEAD e OPTIONS.
PEDIDO-ID-18;SIST-04, CRIT-33.3;PEDIDO-ID;/pedidos/{id};PUT;test/pedidos.id.test.js;V;Alta;PUT em /pedidos/{id} devolve 405 com o Allow completo do recurso;Nenhuma operação do contrato declara 405. Verificar se verbos ausentes são recusados, em especial os destrutivos e os de escrita.;Enviar PUT no recurso individual. Enviar Authorization: Bearer <token> válido.;PUT /pedidos/1 com corpo completo;405 com header Allow contendo GET, HEAD, PATCH, DELETE e OPTIONS, sem exigir token. A substituição total contornaria as regras do PATCH.;Resolvida na 2.1.0: 405 passou a ser declarado em todas as operações, com o componente MetodoNaoPermitido e o header Allow documentado.;;;"npx mocha --grep ""PEDIDO-ID-18""";;
STATUS-11;SIST-05, CRIT-33.4;STATUS;/pedidos/{id}/status;POST;test/pedidos.status.test.js;V;Alta;POST em /pedidos/{id}/status devolve 405 com Allow de PATCH e OPTIONS;Nenhuma operação do contrato declara 405. Verificar se verbos ausentes são recusados, em especial os destrutivos e os de escrita.;Enviar POST na rota de status. Enviar Authorization: Bearer <token> válido.;POST /pedidos/1/status;405 com header Allow contendo PATCH e OPTIONS, sem exigir token. A rota documenta apenas PATCH.;Resolvida na 2.1.0: 405 passou a ser declarado em todas as operações, com o componente MetodoNaoPermitido e o header Allow documentado.;;;"npx mocha --grep ""STATUS-11""";Passou;Execução de 2026-08-14: 1 execução, todas verdes.
HEALTH-04;SIST-06, CRIT-33.6;HEALTH;/health;POST;test/health.test.js;V;Média;POST em /health devolve 405 igual com e sem token;O /health é declarado público com security vazio. Verificar se um verbo não documentado é recusado pelo motivo certo, e não pela camada de autenticação que roda antes do roteamento.;Enviar POST em /health, primeiro sem token e depois com token inválido.;POST /health sem token | POST /health com Authorization: Bearer invalido;405 com header Allow contendo GET, HEAD e OPTIONS, nas duas variações. Como o 405 é resolvido antes da autenticação, a resposta deve ser idêntica com e sem token. Um 401 informa a causa errada a quem chama.;Resolvida na 2.1.0: 405 passou a ser declarado em todas as operações, com o componente MetodoNaoPermitido e o header Allow documentado.;;;"npx mocha --grep ""HEALTH-04""";Passou;Passou nas duas execuções, sem token e com token inválido. Obtido: 405 com o corpo de METODO_NAO_PERMITIDO citando POST e /health, idêntico nas duas. Confirma que o 405 é resolvido antes da camada de autenticação.
